"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"545","Haydn Fleury","CAR","D","45","614.93333333333","4","10","6","4","14","66.67","65","6.15","3.03","150","94","30","6","2","11","8","4","4","0","0","9","26","17","48","55","45","0","0","-"
"711","Ryan Lindgren","NYR","D","60","994","1","13","5","8","14","28.00","47","2.13","1.69","92","61","26","4","2","2","47","22","21","1","0","25","25","28","94","113","70","0","0","-"
"30","Loui Eriksson","VAN","L","49","606.23333333333","6","7","5","2","13","50.00","59","10.17","7.32","85","72","56","34","2","8","12","6","6","0","0","1","8","17","10","38","15","2","0","100.00"
"112","Sam Gagner","DET, EDM","C","42","560.66666666667","6","7","4","3","13","61.90","79","7.59","6.95","131","109","69","26","7","9","12","6","6","0","0","6","21","12","22","35","10","45","57","44.12"
"163","Marco Scandella","BUF, MTL, STL","D","62","1090.0333333333","4","9","4","5","13","27.08","77","5.19","3.19","171","108","38","9","1","4","20","10","10","0","0","8","49","18","78","64","60","0","0","-"
"181","Antoine Roussel","VAN","L","41","485.21666666667","7","6","3","3","13","40.63","55","12.73","7.01","92","77","58","33","6","7","43","16","14","1","1","4","13","7","44","55","14","6","6","50.00"
"221","Nicolas Deslauriers","ANA","L","59","577.06666666667","7","6","4","2","13","59.09","64","10.94","5.39","116","88","58","28","3","10","92","21","6","14","1","17","10","10","137","55","32","0","0","-"
"330","Scott Mayfield","NYI","D","67","1336.1","5","8","5","3","13","27.08","98","5.10","4.92","239","146","56","7","5","13","53","20","18","1","1","12","70","21","93","79","117","0","0","-"
"333","Victor Rask","MIN","C","43","450.73333333333","5","8","3","5","13","61.90","38","13.16","2.57","63","51","32","10","3","5","6","3","3","0","0","7","5","13","26","22","8","120","152","44.12"
"411","Jordan Martinook","CAR","L","45","506.68333333333","2","11","8","3","13","72.22","44","4.55","4.91","95","72","63","28","3","8","22","11","11","0","0","5","19","24","72","69","23","66","62","51.56"
"417","Jake McCabe","BUF","D","66","1222.9","3","10","5","5","13","32.50","75","4.00","2.19","148","102","35","3","3","11","41","15","13","1","1","8","21","19","91","105","90","0","0","-"
"474","Carter Verhaeghe","T.B","C","52","486.78333333333","9","4","2","2","13","56.52","57","15.79","5.97","97","81","73","28","4","6","8","4","4","0","0","7","11","19","29","68","8","14","17","45.16"
"490","Robert Hagg","PHI","D","49","764.23333333333","3","10","4","6","13","37.14","38","7.89","1.62","98","63","22","3","1","8","30","12","10","2","0","8","31","6","136","81","79","0","0","-"
"517","Nikita Zadorov","COL","D","64","1137.45","4","9","1","8","13","27.66","65","6.15","3.03","162","111","45","6","2","10","65","27","25","1","1","9","35","23","175","65","66","0","0","-"
"532","Jordan Oesterle","ARI","D","58","986.85","3","10","7","3","13","40.63","69","4.35","2.74","159","104","25","4","2","13","14","7","7","0","0","7","37","11","48","106","88","0","0","-"
"590","Sam Lafferty","PIT","C","50","481.03333333333","6","7","4","3","13","72.22","56","10.71","4.93","85","74","45","22","3","14","23","10","9","1","0","7","12","17","95","64","17","117","119","49.58"
"599","Sammy Blais","STL","L","40","503.1","6","7","4","3","13","65.00","56","10.71","5.75","86","75","64","28","2","7","20","10","10","0","0","11","18","12","155","69","15","0","0","-"
"777","Zach Aston-Reese","PIT","C","57","822.38333333333","6","7","4","3","13","50.00","98","6.12","9.65","157","132","91","49","3","11","28","14","14","0","0","7","21","20","136","99","30","7","16","30.43"
"809","Alexandre Texier","CBJ","C","36","458.93333333333","6","7","4","3","13","65.00","49","12.24","3.75","85","65","47","14","2","4","10","5","5","0","0","7","12","16","20","32","7","23","40","36.51"
"849","Adam Boqvist","CHI","D","41","665.11666666667","4","9","5","4","13","35.14","50","8.00","2.96","107","69","39","6","1","5","6","3","3","0","0","10","26","10","33","61","43","0","0","-"
"4","Ron Hainsey","OTT","D","64","1323.6333333333","1","11","4","7","12","21.82","43","2.33","1.6","109","65","16","2","1","8","12","6","6","0","0","3","56","9","51","48","102","0","0","-"
"82","Trevor Lewis","L.A","C","56","666.45","6","6","4","2","12","54.55","92","6.52","8.61","150","127","71","46","6","17","16","8","8","0","0","11","14","11","68","72","22","45","71","38.79"
"127","Ryan McDonagh","T.B","D","50","1035.2666666667","1","11","7","4","12","28.57","50","2.00","2.67","134","84","31","4","7","10","19","8","7","1","0","10","32","25","36","41","101","0","0","-"
"158","Justin Schultz","PIT","D","46","914.25","3","9","3","6","12","26.09","86","3.49","5.26","178","126","41","1","1","13","6","2","2","0","0","1","18","6","36","98","50","0","0","-"
"161","Travis Hamonic","CGY","D","50","1059.7333333333","3","9","5","4","12","26.09","83","3.61","3.23","168","119","42","9","3","9","27","12","11","1","0","7","36","21","39","79","110","0","0","-"
"404","Shayne Gostisbehere","PHI","D","42","768.3","5","7","0","7","12","34.29","73","6.85","3.77","148","105","32","1","1","8","20","10","10","0","0","14","27","9","14","32","37","0","0","-"
"406","Devin Shore","ANA, CBJ","C","45","524.06666666667","5","7","5","2","12","60.00","50","10.00","4.37","79","69","48","27","2","5","8","4","4","0","0","4","8","12","52","47","14","47","53","47.00"
"521","Frederik Gauthier","TOR","C","61","572.66666666667","7","5","3","2","12","70.59","42","16.67","3.99","63","50","42","22","0","3","10","5","5","0","0","8","13","7","66","71","23","208","172","54.74"
"536","Melker Karlsson","S.J","C","61","748.41666666667","6","6","2","4","12","63.16","56","10.71","6.15","94","73","54","27","5","7","20","10","10","0","0","4","11","26","38","49","39","14","17","45.16"
"542","Sam Bennett","CGY","C","52","650.58333333333","8","4","4","0","12","60.00","82","9.76","8.42","150","119","84","36","3","13","36","18","18","0","0","9","22","19","101","37","13","89","83","51.74"
"625","Erik Cernak","T.B","D","67","1269.65","5","7","2","5","12","22.64","125","4.00","5.33","206","160","39","7","3","9","59","20","17","1","2","11","28","18","172","127","97","0","0","-"
"680","Denis Malgin","FLA, TOR","C","44","527.58333333333","4","8","6","2","12","50.00","50","8.00","5.65","97","73","53","22","4","3","14","7","7","0","0","8","17","26","35","39","16","65","98","39.88"
"732","Max Jones","ANA","L","59","841.36666666667","8","4","3","1","12","54.55","102","7.84","10.89","176","141","117","61","6","6","36","18","18","0","0","17","32","19","82","67","18","11","16","40.74"
"757","Nikita Zaitsev","OTT","D","58","1284.8666666667","1","11","7","4","12","25.53","64","1.56","3.02","165","104","45","9","5","9","22","11","11","0","0","2","44","20","108","86","121","0","0","-"
"785","Cody Glass","VGK","C","39","521.05","5","7","5","2","12","50.00","51","9.80","4.63","84","68","52","20","4","1","6","3","3","0","0","4","17","18","15","45","6","60","83","41.96"
"831","Eric Robinson","CBJ","L","50","547.53333333333","7","5","3","2","12","52.17","69","10.14","6.54","118","93","70","29","7","7","12","6","6","0","0","7","11","13","79","65","15","4","7","36.36"
"5","Justin Williams","CAR","R","20","272.31666666667","8","3","2","1","11","55.00","60","13.33","7.07","86","74","48","34","1","9","6","3","3","0","0","5","13","3","20","17","7","3","7","30.00"
"15","Johnny Boychuk","NYI","D","64","1106.2666666667","2","9","6","3","11","32.35","96","2.08","3.05","212","139","36","4","3","16","14","7","7","0","0","3","50","6","135","116","128","0","0","-"
"34","Brad Richardson","ARI","C, R","59","805.11666666667","6","5","5","0","11","42.31","76","7.89","8.59","133","105","83","41","3","14","20","10","10","0","0","7","18","12","77","51","44","355","303","53.95"
"44","Mike Green","DET, EDM","D","50","1043.85","3","8","4","4","11","40.74","76","3.95","3.74","166","113","51","5","2","7","32","16","16","0","0","6","41","12","61","76","66","0","0","-"
"56","Jack Johnson","PIT","D","67","1304.1333333333","3","8","4","4","11","22.92","63","4.76","2.73","144","91","28","3","0","7","26","13","13","0","0","1","23","15","183","121","97","0","0","-"
"58","Marc Staal","NYR","D","52","917.38333333333","2","9","4","5","11","31.43","46","4.35","1.62","87","61","22","10","2","4","16","8","8","0","0","5","34","19","69","52","76","0","0","-"
"91","Michael Grabner","ARI","L, R","46","568.88333333333","8","3","2","1","11","68.75","61","13.11","6.04","97","81","65","37","10","8","6","3","3","0","0","5","11","31","21","4","12","0","4","0.00"
"136","Jason Demers","ARI","D","50","1024.7333333333","0","11","4","7","11","28.21","53","0.00","1.91","106","77","21","4","0","5","25","11","10","1","0","10","32","15","76","58","70","0","0","-"
"138","Zack Smith","CHI","C","50","589.33333333333","4","7","5","2","11","57.89","43","9.30","3.24","76","57","37","22","5","7","29","13","12","1","0","6","14","21","112","71","18","88","102","46.32"
"220","David Savard","CBJ","D","68","1406.6166666667","0","11","5","6","11","21.15","97","0.00","3.08","193","135","29","2","1","10","35","12","10","1","1","10","43","18","129","101","163","0","0","-"
"365","Colin Miller","BUF","D","51","873.83333333333","1","10","6","4","11","35.48","79","1.27","3.16","175","115","34","4","0","11","22","11","11","0","0","9","29","9","87","43","40","0","0","-"
"400","Brendan Leipsic","WSH","L","61","558.78333333333","3","8","4","4","11","45.83","49","6.12","5.27","99","73","60","28","2","6","13","5","4","1","0","8","24","8","57","44","20","9","12","42.86"
"422","Dominic Toninato","FLA","C","46","512.53333333333","4","7","4","3","11","52.38","38","10.53","5.18","65","53","42","23","4","7","37","12","10","1","1","9","13","17","57","53","28","128","144","47.06"
"621","Travis Dermott","TOR","D","56","969.28333333333","4","7","1","6","11","22.45","65","6.15","2.35","121","86","33","1","4","7","37","13","11","1","1","9","44","23","76","112","58","0","0","-"
"644","Austin Wagner","L.A","L","65","763.28333333333","6","5","2","3","11","57.89","124","4.84","13.59","202","179","125","66","8","16","39","15","12","3","0","15","21","20","145","75","19","3","6","33.33"
"659","Jacob Larsson","ANA","D","60","968.43333333333","2","9","4","5","11","33.33","58","3.45","1.86","125","77","28","4","4","5","12","6","6","0","0","3","31","6","34","94","57","0","0","-"
"735","Dante Fabbro","NSH","D","64","1217.6166666667","5","6","3","3","11","24.44","92","5.43","3.61","191","131","30","3","3","7","38","19","19","0","0","16","39","23","54","116","85","0","0","-"
"737","Victor Mete","MTL","D","51","815.6","4","7","6","1","11","30.56","57","7.02","2.93","121","78","49","13","4","9","20","9","9","0","0","6","35","8","20","79","60","0","0","-"
"768","Dylan Gambrell","S.J","C","50","597.55","5","6","2","4","11","45.83","43","11.63","4.93","85","63","61","29","4","2","17","7","6","1","0","2","17","11","40","89","29","170","200","45.95"
"779","Nicolas Hague","VGK","D","38","611.4","1","10","5","5","11","28.95","54","1.85","2.3","136","77","37","3","3","9","32","12","11","0","1","7","10","13","69","79","26","0","0","-"
"781","Mario Ferraro","S.J","D","61","969.13333333333","2","9","3","6","11","29.73","63","3.17","2.5","143","95","30","8","2","10","30","14","14","0","0","7","20","15","120","134","58","0","0","-"
"799","Max Comtois","ANA","L","29","405.23333333333","5","6","3","3","11","52.38","32","15.63","4.6","72","58","44","24","2","2","24","9","7","2","0","8","19","5","61","24","8","3","13","18.75"
"71","Nathan Gerbe","CBJ","C","30","412.6","4","6","3","3","10","58.82","55","7.27","3.8","81","71","38","18","3","6","22","7","6","0","1","8","12","4","46","23","8","6","6","50.00"
"111","Paul Byron","MTL","L","29","415.46666666667","4","6","4","2","10","62.50","29","13.79","3.12","46","41","36","22","2","3","4","2","2","0","0","6","10","11","42","26","18","1","5","16.67"
"150","Luca Sbisa","WPG","D","44","789.25","2","8","1","7","10","30.30","49","4.08","1.74","99","64","16","5","1","3","37","13","11","1","1","5","26","4","91","67","71","0","0","-"
"202","Dmitry Kulikov","WPG","D","51","1020.9833333333","2","8","3","5","10","28.57","54","3.70","2.62","141","86","28","7","1","4","32","16","16","0","0","5","55","16","104","99","77","0","0","-"
"260","Vladimir Tarasenko","STL","R","10","161.75","3","7","3","4","10","90.91","26","11.54","2.36","47","36","24","7","1","2","0","0","0","0","0","2","5","3","17","4","7","0","0","-"
"264","Chris Wagner","BOS","R","67","833.58333333333","6","4","3","1","10","43.48","78","7.69","8.51","139","116","82","45","7","8","47","19","16","3","0","16","21","16","192","96","31","115","134","46.18"
"300","Colin Blackwell","NSH","C","27","295.76666666667","3","7","5","2","10","58.82","31","9.68","2.48","53","42","26","13","2","5","10","5","5","0","0","9","7","6","43","32","23","37","29","56.06"
"307","Travis Boyd","WSH","C","24","282.06666666667","3","7","5","2","10","55.56","26","11.54","3.29","36","34","25","16","0","1","2","1","1","0","0","2","6","7","14","26","9","50","69","42.02"
"308","Dylan DeMelo","OTT, WPG","D","59","1188.4333333333","0","10","6","4","10","20.41","74","0.00","2.21","147","101","32","3","1","16","37","17","16","1","0","8","42","9","105","116","77","0","0","-"
"311","Tobias Rieder","CGY","C","55","609.6","4","6","5","1","10","83.33","77","5.19","9.48","129","109","82","45","7","10","6","3","3","0","0","11","8","17","30","41","26","11","42","20.75"
"315","Andrew Shaw","CHI","C, R","26","375.9","3","7","3","4","10","52.63","46","6.52","4.76","69","61","45","23","2","7","33","15","14","1","0","11","15","12","74","50","9","42","51","45.16"
"318","Adam Lowry","WPG","C, L","49","733.11666666667","4","6","3","3","10","55.56","68","5.88","7.9","112","91","75","36","5","4","23","7","4","3","0","7","11","31","137","66","22","349","300","53.78"
"355","Jamie Oleksiak","DAL","D","69","1090.8833333333","3","7","4","3","10","33.33","76","3.95","3.11","149","106","46","9","4","11","41","16","13","3","0","7","46","24","153","80","59","0","0","-"
"395","Slater Koekkoek","CHI","D","42","703.83333333333","1","9","3","6","10","37.04","47","2.13","2.09","117","74","27","6","2","2","42","17","16","0","1","9","27","9","64","71","58","0","0","-"
"405","Mackenzie MacEachern","STL","L","51","456.65","7","3","1","2","10","62.50","63","11.11","5.69","88","76","62","27","1","10","33","7","4","1","2","9","11","14","82","67","13","1","3","25.00"
"407","Jujhar Khaira","EDM","L","64","802.11666666667","6","4","3","1","10","58.82","69","8.70","6.82","119","90","65","30","3","8","38","16","14","2","0","15","36","15","136","90","30","34","32","51.52"
"518","Curtis Lazar","BUF","C","38","449.65","5","5","4","1","10","66.67","33","15.15","4.93","60","52","44","21","2","3","9","3","2","1","0","6","10","13","70","35","24","185","176","51.25"
"543","Michael Dal Colle","NYI","L","53","625.31666666667","4","6","4","2","10","62.50","59","6.78","5.8","82","73","57","39","4","4","12","6","6","0","0","7","18","10","81","41","21","5","2","71.43"
"566","Jayce Hawryluk","FLA, OTT","C, R","26","288.43333333333","3","7","4","3","10","90.91","26","11.54","2.81","39","34","24","9","0","5","16","8","8","0","0","6","12","11","65","19","9","4","8","33.33"
"647","Nicolas Roy","VGK","C","28","320.01666666667","5","5","3","2","10","66.67","42","11.90","4.49","65","54","50","27","3","4","8","4","4","0","0","2","6","10","39","23","7","93","100","48.19"
"670","Evan Rodrigues","BUF, PIT","C, L","45","507.88333333333","6","4","1","3","10","71.43","75","8.00","6.34","112","93","60","29","4","8","14","7","7","0","0","12","13","14","24","47","15","120","137","46.69"
"675","Kevin Stenlund","CBJ","C","32","447.41666666667","6","4","2","2","10","52.63","57","10.53","4.64","100","70","53","14","3","7","8","4","4","0","0","8","9","6","19","52","22","52","77","40.31"
"772","Trevor Moore","L.A, TOR","C, L","42","541.71666666667","6","4","3","1","10","45.45","60","10.00","7.44","100","83","66","33","5","3","6","3","3","0","0","9","20","21","60","56","17","4","10","28.57"
"822","Drake Batherson","OTT","C, R","23","357.95","3","7","3","4","10","66.67","32","9.38","2.88","65","52","40","16","1","7","13","5","4","1","0","5","5","5","51","26","11","4","3","57.14"
"883","Gaetan Haas","EDM","C","58","562.48333333333","5","5","3","2","10","66.67","54","9.26","4.94","94","73","50","26","5","5","6","3","3","0","0","14","22","22","58","86","28","172","236","42.16"
"13","Frans Nielsen","DET","C","60","821","4","5","3","2","9","52.94","86","4.65","7.53","128","108","66","29","2","8","8","4","4","0","0","5","15","11","44","74","35","210","246","46.05"
"14","Jay Bouwmeester","STL","D","56","1208.0333333333","1","8","3","5","9","22.50","53","1.89","1.69","101","72","23","0","2","2","20","10","10","0","0","3","32","11","42","59","68","0","0","-"
"66","Kris Russell","EDM","D","55","922.88333333333","0","9","4","5","9","42.86","45","0.00","1.49","82","58","20","2","1","4","14","7","7","0","0","5","38","31","71","75","101","0","0","-"
"206","Brayden McNabb","VGK","D","71","1421.0333333333","2","7","4","3","9","15.25","73","2.74","3.8","176","119","34","7","2","8","40","20","20","0","0","15","32","32","201","96","133","0","0","-"
"246","Greg McKegg","NYR","C","53","506.93333333333","5","4","1","3","9","69.23","40","12.50","6.21","65","52","44","27","1","4","17","7","6","1","0","5","13","14","69","50","24","104","107","49.29"
"250","Patrik Nemeth","DET","D","64","1410.4333333333","1","8","5","3","9","23.08","89","1.12","3.96","172","128","48","11","3","9","28","13","13","0","0","5","54","10","80","107","92","0","0","-"
"267","Erik Gudbranson","ANA, PIT","D","51","987.56666666667","4","5","3","2","9","24.32","78","5.13","2.72","163","113","36","3","4","6","95","23","15","3","5","10","33","0","89","86","58","0","0","-"
"297","Taylor Fedun","DAL","D","27","371.3","2","7","5","2","9","50.00","40","5.00","1.59","82","57","26","4","4","3","8","4","4","0","0","2","12","2","16","24","19","0","0","-"
"305","Josh Manson","ANA","D","50","1031.55","1","8","2","6","9","27.27","64","1.56","2.57","138","98","37","4","3","3","37","17","16","1","0","11","41","21","113","67","65","0","0","-"
"361","Stefan Noesen","PIT, S.J","R","40","461.26666666667","7","2","1","1","9","75.00","67","10.45","6.61","100","90","67","32","5","5","32","12","11","0","1","8","8","16","74","35","17","7","11","38.89"
"371","Luke Glendening","DET","C","60","921.26666666667","6","3","3","0","9","50.00","76","7.89","8.23","123","105","76","43","6","7","14","7","7","0","0","9","18","10","147","82","68","393","307","56.14"
"373","Ryan Murray","CBJ","D","27","538.8","2","7","4","3","9","56.25","32","6.25","1.7","64","40","25","5","1","4","4","2","2","0","0","3","15","6","12","27","50","0","0","-"
"408","Adam Pelech","NYI","D","38","803.01666666667","1","8","2","6","9","27.27","49","2.04","2","115","70","26","6","2","5","20","10","10","0","0","4","48","32","81","63","83","0","0","-"
"487","Jacob de la Rose","DET, STL","C, L","50","536.23333333333","2","7","4","3","9","56.25","46","4.35","3.94","70","59","38","20","0","7","10","5","5","0","0","4","8","13","120","36","16","118","156","43.07"
"615","Jonas Siegenthaler","WSH","D","64","1006.5166666667","2","7","5","2","9","23.68","49","4.08","1.98","110","66","25","2","3","4","43","20","19","1","0","18","32","13","51","96","105","0","0","-"
"632","Christian Fischer","ARI","R","56","617.16666666667","6","3","3","0","9","40.91","83","7.23","7.15","116","102","70","34","8","9","16","8","8","0","0","13","10","6","140","90","22","3","8","27.27"
"643","Caleb Jones","EDM","D","43","607.6","4","5","4","1","9","32.14","38","10.53","1.31","79","47","17","2","0","5","10","5","5","0","0","7","26","8","33","56","46","0","0","-"
"685","Dmytro Timashov","DET, TOR","L","44","375.38333333333","4","5","3","2","9","64.29","37","10.81","2.19","66","50","25","9","2","1","16","8","8","0","0","7","7","5","93","38","11","0","0","-"
"696","Markus Nutivaara","CBJ","D","37","589.08333333333","3","6","1","5","9","45.00","47","6.38","2.24","89","65","19","6","1","3","4","2","2","0","0","0","13","6","35","36","33","0","0","-"
"703","Kevin Rooney","N.J","C","49","574.8","4","5","5","0","9","50.00","59","6.78","5.52","97","79","59","26","1","3","20","7","5","2","0","12","13","17","64","66","32","175","197","47.04"
"741","Jordan Kyrou","STL","C","28","304.08333333333","4","5","4","1","9","60.00","39","10.26","2.96","66","50","39","11","3","1","8","4","4","0","0","4","6","13","8","29","8","2","3","40.00"
"787","Casey Mittelstadt","BUF","C","31","395.56666666667","4","5","4","1","9","60.00","34","11.76","3.33","58","52","35","17","1","2","2","1","1","0","0","4","9","6","11","30","8","86","99","46.49"
"816","Radim Simek","S.J","D","48","823.2","2","7","4","3","9","37.50","40","5.00","2.44","87","61","27","5","3","6","14","7","7","0","0","5","36","20","91","79","60","0","0","-"
"876","Joakim Nygard","EDM","L","33","352.73333333333","3","6","3","3","9","60.00","39","7.69","4.02","58","50","44","31","1","4","8","4","4","0","0","9","10","14","18","53","8","3","3","50.00"
"10","Dan Hamhuis","NSH","D","60","870.81666666667","0","8","6","2","8","25.00","44","0.00","2.4","101","76","13","2","1","3","35","12","10","1","1","5","34","9","64","48","53","0","0","-"
"49","Andrej Sekera","DAL","D","57","1026.0666666667","2","6","5","1","8","30.77","63","3.17","2.85","128","86","26","5","2","8","14","7","7","0","0","6","50","8","34","90","75","0","0","-"
"55","Bobby Ryan","OTT","R","24","324.41666666667","5","3","2","1","8","57.14","43","11.63","4.9","95","67","41","18","1","12","22","8","6","2","0","5","18","12","41","10","13","3","2","60.00"
"117","Brendan Smith","NYR","D","62","688.3","3","5","4","1","8","57.14","45","6.67","3.9","87","66","39","18","1","4","71","20","13","5","2","17","24","18","90","68","41","1","0","100.00"
"139","Jay Beagle","VAN","C","55","691.01666666667","2","6","4","2","8","53.33","49","4.08","5.61","73","67","48","30","3","5","38","15","14","0","1","9","7","14","69","20","42","401","277","59.14"
"173","Matt Martin","NYI","L","55","573.28333333333","5","3","3","0","8","61.54","49","10.20","5.49","94","72","68","31","6","2","40","9","5","2","2","9","17","11","242","69","24","3","4","42.86"
"212","Brian Dumoulin","PIT","D","28","589.55","1","7","4","3","8","18.60","35","2.86","1.86","80","53","18","4","0","5","10","5","5","0","0","2","13","13","44","78","35","0","0","-"
"229","Nick Jensen","WSH","D","68","1212.0833333333","0","8","4","4","8","18.60","61","0.00","2.53","148","88","43","7","4","5","13","5","4","1","0","9","48","26","59","129","71","0","0","-"
"289","Anthony Bitetto","WPG","D","51","773.21666666667","0","8","2","6","8","25.00","54","0.00","1.55","105","78","16","4","2","6","32","13","11","2","0","5","22","16","145","68","50","0","0","-"
"342","Scott Harrington","CBJ","D","39","543.88333333333","1","7","3","4","8","57.14","37","2.70","1.48","73","57","24","5","3","4","16","7","7","0","0","0","9","5","46","65","48","0","0","-"
"358","Nathan Beaulieu","WPG","D","38","645.85","1","7","4","3","8","28.57","38","2.63","1.24","75","55","17","1","1","5","29","10","7","3","0","8","23","6","62","34","47","0","0","-"
"389","Cody Ceci","TOR","D","56","1150.3","1","7","3","4","8","18.18","48","2.08","2.39","117","82","25","7","2","5","20","10","10","0","0","5","30","13","92","128","79","0","0","-"
"414","Martin Frk","L.A","R","17","235.25","6","2","1","1","8","61.54","26","23.08","3.1","58","47","27","9","0","2","4","2","2","0","0","1","10","2","14","15","3","0","0","-"
"434","Matthew Benning","EDM","D","43","568.76666666667","1","7","5","2","8","33.33","38","2.63","1.35","81","58","11","2","0","3","15","6","5","1","0","6","19","12","78","79","34","0","0","-"
"444","Kurtis MacDermid","L.A","D","45","617.1","3","5","2","3","8","44.44","51","5.88","1.62","108","73","22","2","3","7","47","16","11","5","0","7","26","5","95","38","43","0","0","-"
"461","Tyler Motte","VAN","C","34","445.96666666667","4","4","3","1","8","88.89","38","10.53","2.85","76","58","40","14","4","5","10","5","5","0","0","7","9","16","118","37","37","8","11","42.11"
"468","Josh Brown","FLA","D","56","751.4","3","5","1","4","8","25.81","48","6.25","2.42","97","69","15","7","0","6","39","13","10","3","0","16","24","10","77","72","53","0","0","-"
"529","Trevor van Riemsdyk","CAR","D","49","727.75","1","7","2","5","8","33.33","58","1.72","1.33","113","78","20","2","2","10","10","5","5","0","0","4","17","13","21","33","37","0","0","-"
"571","Vladislav Kamenev","COL","C","38","341.1","1","7","6","1","8","80.00","32","3.13","2.5","64","42","32","11","3","6","8","4","4","0","0","4","7","18","34","21","16","57","50","53.27"
"628","Brendan Guhle","ANA","D","30","512","4","4","1","3","8","42.11","39","10.26","1.42","90","59","21","4","1","7","10","5","5","0","0","3","25","6","21","50","43","0","0","-"
"695","Mason Appleton","WPG","C","46","513.46666666667","5","3","2","1","8","61.54","55","9.09","4.93","92","76","52","26","6","4","20","5","4","0","1","12","10","11","20","69","12","5","8","38.46"
"731","Logan Brown","OTT","C","23","270.41666666667","1","7","5","2","8","53.33","23","4.35","2.37","42","32","22","8","1","5","4","2","2","0","0","4","16","10","13","19","11","55","79","41.04"
"744","Dennis Cholowski","DET","D","36","691.96666666667","2","6","2","4","8","33.33","51","3.92","2.28","101","76","25","4","1","6","6","3","3","0","0","3","21","4","15","39","35","0","0","-"
"843","Jesperi Kotkaniemi","MTL","C","36","467.76666666667","6","2","1","1","8","53.33","55","10.91","5.15","87","66","54","20","4","5","23","6","4","1","1","6","21","14","51","48","16","125","167","42.81"
"850","Rasmus Sandin","TOR","D","28","400.81666666667","1","7","4","3","8","47.06","22","4.55","0.95","48","32","11","2","2","2","10","5","5","0","0","4","15","2","33","49","22","0","0","-"
"12","Trevor Daley","DET","D","43","673.26666666667","0","7","3","4","7","35.00","37","0.00","1.52","76","55","20","4","1","2","20","10","10","0","0","2","21","5","9","24","44","0","0","-"
"86","Cal Clutterbuck","NYI","R","37","496.71666666667","3","4","3","1","7","46.67","35","8.57","3.25","55","50","33","18","3","4","22","7","6","0","1","10","21","12","127","58","38","4","5","44.44"
"121","Carl Gunnarsson","STL","D","36","567.93333333333","2","5","3","2","7","30.43","31","6.45","1.01","51","36","10","2","2","1","16","8","8","0","0","3","14","3","27","49","51","0","0","-"
"143","Zach Bogosian","BUF, T.B","D","27","449.01666666667","1","6","4","2","7","33.33","29","3.45","1.72","55","39","17","2","0","2","22","7","6","0","1","2","11","4","30","21","27","0","0","-"
"164","Michael Stone","CGY","D","33","538.68333333333","2","5","3","2","7","36.84","57","3.51","1.55","110","78","13","2","2","5","16","8","8","0","0","0","9","6","52","42","54","0","0","-"
"180","Jordie Benn","VAN","D","44","716.6","1","6","4","2","7","31.82","58","1.72","1.2","115","76","19","0","0","4","17","7","6","1","0","8","17","7","45","47","62","0","0","-"
"252","Jon Merrill","VGK","D","49","889.55","2","5","1","4","7","18.92","37","5.41","1.84","97","68","19","2","0","4","32","16","16","0","0","3","27","14","51","122","71","0","0","-"
"277","Joakim Nordstrom","BOS","C","48","580.6","4","3","2","1","7","70.00","49","8.16","3.63","88","68","43","16","4","4","17","7","6","1","0","3","10","12","91","55","31","1","6","14.29"
"385","Mark Jankowski","CGY","C","56","621.48333333333","5","2","1","1","7","63.64","38","13.16","5.03","81","64","57","24","5","7","14","7","7","0","0","3","20","32","14","32","33","190","235","44.71"
"427","Brett Kulak","MTL","D","56","959.81666666667","0","7","4","3","7","17.95","101","0.00","3.05","189","127","46","8","4","11","12","6","6","0","0","4","36","13","59","106","50","0","0","-"
"519","Mirco Mueller","N.J","D","50","882.11666666667","2","5","1","4","7","26.92","29","6.90","1.69","73","51","14","5","0","3","23","10","9","1","0","3","27","9","63","73","91","0","0","-"
"627","Jansen Harkins","WPG","C","29","308.01666666667","2","5","3","2","7","63.64","29","6.90","2","44","35","25","9","2","2","5","1","0","1","0","5","7","7","8","17","10","0","5","0.00"
"630","Oliver Kylington","CGY","D","48","657.91666666667","2","5","3","2","7","33.33","37","5.41","1.35","96","61","23","1","5","3","16","8","8","0","0","8","29","8","36","41","34","0","0","-"
"652","Mathieu Joseph","T.B","R","37","426.3","4","3","1","2","7","50.00","35","11.43","4.59","72","55","42","22","3","6","16","7","7","0","0","9","12","17","47","45","10","4","10","28.57"
"793","Gabriel Vilardi","L.A","C","10","128.5","3","4","2","2","7","87.50","19","15.79","1.71","29","24","18","6","0","0","4","2","2","0","0","4","0","1","1","8","4","49","43","53.26"
"798","Morgan Frost","PHI","C","20","273.66666666667","2","5","3","2","7","41.18","31","6.45","3.22","57","45","42","12","0","2","4","2","2","0","0","5","6","10","4","7","4","44","49","47.31"
"817","Jan Rutta","T.B","D","33","512.88333333333","1","6","3","3","7","25.93","43","2.33","2.4","81","58","20","4","3","9","14","7","7","0","0","2","8","2","19","42","21","0","0","-"
