"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"648","Anthony Beauvillier","NYI","L","68","1173.6833333333","18","21","15","6","39","61.90","132","13.64","14.79","235","189","168","75","9","13","15","6","5","1","0","17","51","29","86","134","36","9","4","69.23"
"651","Thomas Chabot","OTT","D","71","1846.2666666667","6","33","17","16","39","45.35","186","3.23","8.67","418","264","111","20","5","23","42","21","21","0","0","11","87","42","79","132","85","0","0","-"
"684","Conor Garland","ARI","R","68","962.4","22","17","10","7","39","69.64","158","13.92","14.76","257","221","147","62","6","20","20","9","9","0","0","15","27","30","26","94","20","4","7","36.36"
"53","Paul Stastny","VGK","C","71","1216","17","21","11","10","38","52.05","136","12.50","19.37","200","177","165","104","5","18","24","12","12","0","0","12","18","41","63","45","32","624","515","54.78"
"92","Phil Kessel","ARI","C, R","70","1200.4","14","24","14","10","38","71.70","153","9.15","13.45","270","207","140","49","7","16","22","11","11","0","0","6","41","19","11","42","20","2","7","22.22"
"199","Ryan Ellis","NSH","D","49","1151.7166666667","8","30","15","15","38","48.72","114","7.02","7.85","229","152","56","9","5","14","19","8","7","1","0","12","36","24","48","55","96","0","0","-"
"316","Vincent Trocheck","CAR, FLA","C","62","1036.9833333333","11","27","17","10","38","57.58","141","7.80","13.41","238","190","145","48","10","13","49","19","17","1","1","19","64","51","101","96","37","434","398","52.16"
"520","Anthony Mantha","DET","R","43","812.41666666667","16","22","15","7","38","74.51","137","11.68","12.75","236","191","127","45","8","17","34","17","17","0","0","14","30","22","49","23","25","16","22","42.11"
"577","Christian Dvorak","ARI","C, L","70","1168.7333333333","18","20","15","5","38","52.78","134","13.43","18.1","221","175","159","96","2","18","12","6","6","0","0","5","23","20","39","100","36","523","426","55.11"
"636","Dylan Strome","CHI","C","58","924.51666666667","12","26","16","10","38","71.70","97","12.37","10.93","147","124","104","56","8","9","16","8","8","0","0","10","26","30","23","60","29","277","304","47.68"
"154","Tyler Ennis","EDM, OTT","C, R","70","1029.6","16","21","15","6","37","74.00","159","10.06","18.19","272","227","169","95","7","29","20","10","10","0","0","16","19","26","96","110","26","7","8","46.67"
"238","Mats Zuccarello","MIN","C, R","65","1036.0666666667","15","22","11","11","37","66.07","96","15.63","8.2","164","126","74","38","4","9","18","9","9","0","0","20","17","33","13","50","36","9","5","64.29"
"249","Charlie Coyle","BOS","C","70","1175.2333333333","16","21","17","4","37","62.71","145","11.03","18.04","240","200","163","81","10","16","21","9","8","1","0","19","33","48","83","79","34","326","373","46.64"
"266","Zach Hyman","TOR","C, L","51","973.9","21","16","8","8","37","56.92","106","19.81","18.19","189","147","144","89","10","13","23","10","9","1","0","8","16","32","52","101","23","70","90","43.75"
"410","Chris Tierney","OTT","C","71","1220.4833333333","11","26","16","10","37","64.91","102","10.78","10.35","181","143","119","58","7","14","20","9","9","0","0","13","42","32","44","41","37","521","497","51.18"
"32","Shea Weber","MTL","D","65","1560.5","15","21","9","12","36","43.37","185","8.11","9.29","378","283","72","10","5","25","33","15","14","1","0","11","79","18","112","62","114","0","0","-"
"198","Nazem Kadri","COL","C","51","888.71666666667","19","17","8","9","36","50.00","133","14.29","13.01","226","182","150","60","10","17","97","31","25","3","3","24","28","21","61","73","9","407","310","56.76"
"270","Ryan Johansen","NSH","C","68","1159.75","14","22","8","14","36","55.38","101","13.86","12.57","158","137","101","55","4","17","45","17","15","1","1","6","24","38","39","51","34","549","483","53.20"
"391","Tomas Hertl","S.J","C","48","885.36666666667","16","20","12","8","36","67.92","117","13.68","17.06","198","156","156","85","6","23","16","8","8","0","0","10","18","25","29","46","25","433","357","54.81"
"424","Jaccob Slavin","CAR","D","68","1591.5833333333","6","30","15","15","36","40.00","145","4.14","5.9","293","207","63","11","9","10","10","5","5","0","0","12","49","81","43","94","107","0","0","-"
"475","Oliver Bjorkstrand","CBJ","R","49","879.13333333333","21","15","10","5","36","72.00","162","12.96","14.61","277","220","167","54","7","14","12","6","6","0","0","12","27","32","43","83","16","6","13","31.58"
"544","Jake Virtanen","VAN","R","69","902.88333333333","18","18","11","7","36","83.72","150","12.00","12.88","242","205","123","51","7","21","41","15","13","1","1","21","31","37","102","56","28","5","13","27.78"
"559","Kasperi Kapanen","TOR","R","69","1089.5166666667","13","23","10","13","36","69.23","121","10.74","10.6","214","162","122","49","14","11","22","8","6","2","0","20","29","36","73","55","17","2","13","13.33"
"663","Ivan Provorov","PHI","D","69","1714.15","13","23","13","10","36","34.62","150","8.67","7.39","275","191","65","16","6","22","24","12","12","0","0","14","67","16","84","117","111","0","0","-"
"789","Nico Hischier","N.J","C","58","1047.5333333333","14","22","13","9","36","69.23","123","11.38","14.79","197","173","141","74","3","16","12","6","6","0","0","22","28","42","48","85","37","507","473","51.73"
"802","Martin Necas","CAR","C","64","906.68333333333","16","20","12","8","36","75.00","89","17.98","8.77","162","127","95","34","4","7","20","10","10","0","0","20","36","23","65","68","19","13","35","27.08"
"23","Dustin Brown","L.A","L, R","66","1214.8333333333","17","18","12","6","35","55.56","169","10.06","17.45","292","235","157","69","9","23","22","11","11","0","0","15","35","28","143","88","15","7","9","43.75"
"46","Carl Soderberg","ARI","C","70","1112.75","17","18","9","9","35","60.34","135","12.59","15.19","219","180","138","72","7","14","18","9","9","0","0","6","24","28","77","68","41","245","296","45.29"
"105","Nick Bonino","NSH","C","67","1106.7833333333","18","17","10","7","35","57.38","104","17.31","12.45","169","142","109","63","5","18","16","8","8","0","0","3","22","47","17","48","89","488","440","52.59"
"140","Drew Doughty","L.A","D","67","1730.1833333333","7","28","12","16","35","47.95","141","4.96","8.53","301","202","74","16","5","23","36","18","18","0","0","9","82","15","106","97","87","0","0","-"
"516","Ryan Pulock","NYI","D","68","1523.7333333333","10","25","12","13","35","39.77","163","6.13","6.37","315","215","54","8","5","17","14","7","7","0","0","4","64","15","110","101","139","0","0","-"
"560","Jared McCann","PIT","C","66","1006.0833333333","14","21","10","11","35","60.34","150","9.33","11.45","249","200","136","41","8","10","17","7","6","1","0","19","29","33","89","83","27","265","306","46.41"
"662","Jake DeBrusk","BOS","L","65","1043.3","19","16","9","7","35","52.24","161","11.80","16.88","260","215","156","86","11","23","14","7","7","0","0","15","21","26","35","78","15","9","17","34.62"
"801","Miro Heiskanen","DAL","D","68","1614.95","8","27","16","11","35","47.95","163","4.91","9.95","333","209","124","25","7","18","12","6","6","0","0","12","79","42","40","105","84","0","0","-"
"42","Alexander Radulov","DAL","R","60","1004.5166666667","15","19","11","8","34","61.82","132","11.36","15.15","218","167","134","70","6","17","46","23","23","0","0","13","44","26","48","53","42","4","10","28.57"
"108","Kevin Shattenkirk","T.B","D","70","1322.9833333333","8","26","13","13","34","45.33","131","6.11","5.59","246","172","63","12","2","8","38","19","19","0","0","8","34","32","62","103","66","0","0","-"
"201","Zack Kassian","EDM","R","59","924.06666666667","15","19","11","8","34","61.82","99","15.15","11.09","164","131","122","69","8","11","69","22","17","3","2","10","45","26","157","54","8","1","2","33.33"
"239","Calle Jarnkrok","NSH","C","64","1019.85","15","19","12","7","34","69.39","136","11.03","11.7","231","180","131","41","5","12","14","7","7","0","0","13","11","19","28","68","27","33","37","47.14"
"359","Oscar Klefbom","EDM","D","62","1575.5","5","29","9","20","34","33.66","159","3.14","6.16","314","221","63","10","2","11","24","11","11","0","0","7","58","36","45","132","180","0","0","-"
"610","Frank Vatrano","FLA","C","69","1036.1666666667","16","18","9","9","34","80.95","162","9.88","14.06","238","199","128","51","16","17","30","15","15","0","0","23","18","32","102","69","43","12","28","30.00"
"745","Samuel Girard","COL","D","70","1491.9166666667","4","30","14","16","34","45.33","96","4.17","4.78","247","143","49","10","1","16","17","7","6","1","0","18","39","38","46","114","92","0","0","-"
"749","Mikhail Sergachev","T.B","D","70","1425.7","10","24","9","15","34","44.16","118","8.47","6.44","274","171","82","9","7","19","58","22","19","2","1","8","39","18","106","120","99","0","0","-"
"50","Alexander Edler","VAN","D","59","1334.4166666667","5","28","11","17","33","41.77","118","4.24","2.59","259","163","49","5","2","8","62","27","26","0","1","14","43","9","108","127","162","0","0","-"
"61","Matt Niskanen","PHI","D","68","1489.5333333333","8","25","12","13","33","40.24","126","6.35","5.66","232","164","56","11","3","19","29","13","12","1","0","9","56","14","124","102","84","0","0","-"
"214","Mattias Ekholm","NSH","D","68","1589.3833333333","8","25","16","9","33","45.21","154","5.19","6.46","297","216","66","9","6","10","32","12","11","0","1","10","50","51","49","76","100","0","0","-"
"269","Brett Connolly","FLA","R","69","1000.1","19","14","5","9","33","68.75","117","16.24","9.61","193","145","100","38","6","11","26","13","13","0","0","7","22","28","56","72","17","6","11","35.29"
"280","Joonas Donskoi","COL","R","65","1056.3666666667","16","17","10","7","33","55.00","111","14.41","14.12","182","142","131","60","6","14","26","13","13","0","0","17","20","28","25","113","38","9","12","42.86"
"334","Brandon Saad","CHI","L","58","971.35","21","12","8","4","33","71.74","140","15.00","17.55","214","181","165","88","10","15","16","8","8","0","0","11","25","40","36","57","19","23","35","39.66"
"508","Darnell Nurse","EDM","D","71","1665.2666666667","5","28","12","16","33","39.29","170","2.94","7.1","329","231","96","19","11","7","48","21","19","2","0","9","54","26","172","73","141","0","0","-"
"509","Rasmus Ristolainen","BUF","D","69","1573.15","6","27","18","9","33","39.76","128","4.69","6.74","214","166","60","23","3","8","46","19","18","0","1","6","24","17","203","146","82","0","0","-"
"598","Kevin Labanc","S.J","R","70","1124.9","14","19","9","10","33","61.11","176","7.95","16.44","304","243","178","63","10","21","38","18","18","0","0","17","33","33","46","83","24","2","10","16.67"
"641","Roope Hintz","DAL","L","60","884.13333333333","19","14","8","6","33","70.21","120","15.83","13.74","208","163","139","65","7","17","16","8","8","0","0","19","34","23","73","59","28","172","173","49.86"
"691","Adam Gaudette","VAN","C","59","730.63333333333","12","21","7","14","33","71.74","75","16.00","9.18","151","117","95","37","3","6","37","12","10","1","1","9","15","23","29","44","20","187","267","41.19"
"47","Alex Goligoski","ARI","D","70","1613.9833333333","4","28","7","21","32","40.00","101","3.96","4.64","213","131","51","5","7","19","24","12","12","0","0","4","53","7","91","94","134","0","0","-"
"74","Patric Hornqvist","PIT","R","52","828.46666666667","17","15","7","8","32","52.46","168","10.12","21.56","234","208","176","106","4","23","36","15","13","2","0","23","8","12","107","102","41","2","4","33.33"
"90","Derick Brassard","NYI","C","66","903.98333333333","10","22","8","14","32","66.67","110","9.09","9.71","182","136","108","43","3","9","16","8","8","0","0","5","40","26","115","64","24","197","160","55.18"
"175","Jared Spurgeon","MIN","D","62","1399.5333333333","12","20","10","10","32","38.55","112","10.71","7.48","234","162","69","21","3","18","18","9","9","0","0","7","23","10","61","63","102","0","1","0.00"
"292","John Klingberg","DAL","D","58","1285.5666666667","6","26","16","10","32","51.61","120","5.00","5.42","288","173","80","10","3","18","22","11","11","0","0","9","71","24","29","111","72","0","0","-"
"321","Blake Coleman","N.J, T.B","C","66","1103.3833333333","21","11","5","6","32","61.54","200","10.50","18.51","306","252","184","97","17","11","56","24","23","0","1","19","21","48","191","65","46","47","102","31.54"
"558","Robby Fabbri","DET, STL","C","61","985.06666666667","15","17","10","7","32","68.09","111","13.51","9.66","170","139","103","41","3","7","20","10","10","0","0","19","39","13","75","93","14","27","40","40.30"
"563","Adrian Kempe","L.A","C, L","69","1104.8333333333","11","21","14","7","32","66.67","148","7.43","13.68","262","208","124","56","12","17","29","13","12","1","0","13","27","24","71","55","17","92","131","41.26"
"609","Andrew Mangiapane","CGY","L","68","931.66666666667","17","15","12","3","32","60.38","109","15.60","14.79","205","160","146","66","3","7","18","9","9","0","0","22","29","38","73","55","25","12","31","27.91"
"617","Pavel Zacha","N.J","C","65","1057.3833333333","8","24","17","7","32","58.18","97","8.25","9.83","154","129","92","38","5","8","14","7","7","0","0","14","31","35","62","53","19","283","371","43.27"
"712","Charlie McAvoy","BOS","D","67","1551.9333333333","5","27","15","12","32","39.51","101","4.95","5.84","220","152","73","13","4","10","41","19","18","1","0","23","68","37","131","177","131","0","0","-"
"748","Jesper Bratt","N.J","L","60","838.96666666667","16","16","14","2","32","71.11","101","15.84","8.57","155","136","90","46","5","7","6","3","3","0","0","9","24","18","29","38","22","3","10","23.08"
"2","Joe Thornton","S.J","C","70","1085","7","24","13","11","31","58.49","76","9.21","7.52","125","100","82","34","1","12","34","13","12","0","1","9","30","55","20","30","29","323","331","49.39"
"36","Joe Pavelski","DAL","C","67","1134.3833333333","14","17","7","10","31","50.82","125","11.20","17.7","235","185","158","85","10","13","29","13","12","1","0","18","27","38","62","44","52","351","301","53.83"
"37","Mark Giordano","CGY","D","60","1432.9166666667","5","26","11","15","31","38.75","157","3.18","7.26","349","230","72","11","5","27","34","17","17","0","0","10","51","36","42","85","148","0","0","-"
"62","James Neal","EDM","L","55","896.9","19","12","4","8","31","56.36","112","16.96","13.53","214","162","145","72","5","13","12","6","6","0","0","7","29","24","88","48","17","11","20","35.48"
"79","Nick Foligno","CBJ","L","67","1250.7333333333","10","21","12","9","31","55.36","131","7.63","14.57","198","167","134","66","9","16","62","21","16","4","1","12","35","39","212","54","50","159","160","49.84"
"116","Kyle Turris","NSH","C","62","956.3","9","22","13","9","31","62.00","88","10.23","7.82","162","119","84","31","7","14","22","11","11","0","0","8","29","21","18","55","25","246","272","47.49"
"182","Tyler Johnson","T.B","C","65","945.3","14","17","10","7","31","56.36","113","12.39","11.84","190","152","130","65","8","21","16","8","8","0","0","6","20","14","62","43","22","173","180","49.01"
"218","Craig Smith","NSH","C, R","69","926.3","18","13","5","8","31","50.00","184","9.78","20.79","280","250","180","90","12","28","34","13","12","0","1","12","26","26","60","63","19","14","15","48.28"
"329","Rocco Grimaldi","NSH","C, R","66","834.88333333333","10","21","12","9","31","72.09","122","8.20","10.26","193","161","122","50","6","19","10","5","5","0","0","16","20","27","23","46","14","1","5","16.67"
"363","Vladislav Namestnikov","COL, NYR, OTT","C, L","65","978.78333333333","17","14","8","6","31","63.27","98","17.35","14.49","168","133","106","59","6","14","45","20","19","1","0","13","28","25","108","74","47","22","25","46.81"
"413","Damon Severson","N.J","D","69","1584.4333333333","8","23","12","11","31","45.59","114","7.02","7.9","221","149","66","16","3","9","52","19","16","2","1","12","73","35","81","55","97","0","0","-"
"451","Nate Schmidt","VGK","D","59","1278.5166666667","7","24","12","12","31","45.59","112","6.25","4.98","225","143","61","9","6","12","12","6","6","0","0","1","39","33","25","52","91","0","0","-"
"488","J.T. Compher","COL","L","67","1122.1833333333","11","20","12","8","31","52.54","106","10.38","10.38","179","139","108","39","4","5","18","9","9","0","0","20","21","22","36","79","60","341","374","47.69"
"514","Josh Morrissey","WPG","D","65","1480.0666666667","5","26","11","15","31","39.24","120","4.17","5.54","258","171","57","9","3","16","24","12","12","0","0","6","46","22","34","24","59","0","0","-"
"707","Luke Kunin","MIN","C","63","974.33333333333","15","16","8","8","31","68.89","128","11.72","13.45","238","183","136","61","5","21","55","18","14","3","1","10","15","9","64","57","54","210","262","44.49"
"755","Filip Hronek","DET","D","65","1553.2333333333","9","22","10","12","31","48.44","125","7.20","7.89","257","178","59","5","4","9","44","15","12","2","1","14","76","18","105","78","74","0","0","-"
"857","Dominik Kahun","BUF, PIT","C","56","743.88333333333","12","19","12","7","31","73.81","87","13.79","6.89","122","99","73","29","6","7","8","4","4","0","0","6","9","18","5","42","22","29","31","48.33"
"186","Marcus Johansson","BUF","L","60","1028.8333333333","9","21","12","9","30","58.82","87","10.34","7.77","153","122","78","38","6","8","20","10","10","0","0","13","24","15","39","58","22","196","294","40.00"
"197","Oliver Ekman-Larsson","ARI","D","66","1518.5666666667","9","21","7","14","30","40.54","135","6.67","6.14","271","190","64","13","7","16","38","18","18","0","0","17","45","19","129","118","65","0","0","-"
"275","Mikael Granlund","NSH","C","63","1121.55","17","13","6","7","30","52.63","130","13.08","15.97","216","177","133","66","5","9","28","14","14","0","0","15","34","24","42","86","55","73","77","48.67"
"357","Joel Armia","MTL","R","58","999.11666666667","16","14","9","5","30","54.55","155","10.32","15.55","265","207","171","70","10","24","28","14","14","0","0","19","27","47","146","39","25","4","7","36.36"
"372","Yanni Gourde","T.B","C","70","984.58333333333","10","20","9","11","30","69.77","110","9.09","10.65","176","142","114","53","6","13","49","20","17","3","0","17","14","48","78","114","20","93","79","54.07"
"500","Zach Sanford","STL","L","58","796.51666666667","16","14","7","7","30","65.22","90","17.78","10.35","159","127","126","58","7","9","28","14","14","0","0","13","19","18","109","85","32","1","8","11.11"
"505","Seth Jones","CBJ","D","56","1415.6833333333","6","24","13","11","30","44.12","126","4.76","5.76","244","169","57","10","7","11","20","10","10","0","0","4","37","29","62","92","123","0","0","-"
"578","Warren Foegele","CAR","L","68","932.25","13","17","10","7","30","65.22","129","10.08","14.97","208","169","140","73","7","21","34","17","17","0","0","11","30","39","64","90","17","18","20","47.37"
"185","Tyler Bozak","STL","C","67","1026.15","13","16","9","7","29","61.70","109","11.93","9.98","158","131","94","43","5","10","10","5","5","0","0","7","20","29","32","43","33","363","297","55.00"
"259","Cam Fowler","ANA","D","59","1296.75","9","20","7","13","29","46.03","117","7.69","5.46","203","143","65","11","3","9","20","10","10","0","0","2","31","21","25","61","58","0","0","-"
"276","Nino Niederreiter","CAR","R","67","992.61666666667","11","18","9","9","29","58.00","115","9.57","13.93","216","174","137","73","8","14","42","21","21","0","0","16","42","35","52","90","19","1","3","25.00"
"287","Jesper Fast","NYR","R","69","1145.8833333333","12","17","8","9","29","56.86","84","14.29","11.08","130","118","103","62","4","12","20","9","9","0","0","11","32","24","125","106","53","9","17","34.62"
"302","Ryan Dzingel","CAR","C","64","905.88333333333","8","21","14","7","29","56.86","98","8.16","13.19","178","137","114","55","0","7","30","12","10","2","0","11","19","15","36","34","25","9","20","31.03"
"430","Erik Gustafsson","CGY, CHI","D","66","1345.1666666667","6","23","11","12","29","38.16","103","5.83","6.09","253","158","55","9","4","7","27","12","11","1","0","7","58","21","86","105","58","0","0","-"
"645","Jack Roslovic","WPG","C","71","1057.8333333333","12","17","13","4","29","60.42","117","10.26","10.46","206","159","126","46","10","6","12","6","6","0","0","9","38","24","58","80","21","70","78","47.30"
"660","Joel Eriksson Ek","MIN","C","62","974.46666666667","8","21","13","8","29","65.91","102","7.84","8.42","150","124","84","39","7","11","22","11","11","0","0","16","18","19","93","75","43","367","428","46.16"
"661","Denis Gurianov","DAL","R","64","831.08333333333","20","9","5","4","29","61.70","132","15.15","13.17","250","190","142","61","14","17","13","5","4","1","0","13","25","26","63","41","18","0","0","-"
"674","Derek Ryan","CGY","C","68","989.23333333333","10","19","11","8","29","74.36","103","9.71","10.11","170","137","107","50","6","17","10","5","5","0","0","7","26","34","12","51","34","383","349","52.32"
"162","Derek Stepan","ARI","C","70","1234.95","10","18","8","10","28","53.85","158","6.33","13.05","258","212","122","59","8","15","16","8","8","0","0","15","28","38","43","66","54","569","628","47.54"
"353","Jonas Brodin","MIN","D","69","1487.05","2","26","12","14","28","40.58","103","1.94","3.35","194","141","53","8","6","9","24","11","11","0","0","8","16","14","41","102","112","0","0","-"
"399","Colton Parayko","STL","D","64","1470.9333333333","10","18","4","14","28","41.79","162","6.17","6.46","284","220","66","13","5","14","16","8","8","0","0","8","41","33","87","109","106","0","0","-"
"440","Alexander Kerfoot","TOR","C","65","960","9","19","11","8","28","51.85","88","10.23","10.87","152","128","116","65","3","12","32","16","16","0","0","11","33","28","48","121","41","191","216","46.93"
"587","Devon Toews","NYI","D","68","1394.8333333333","6","22","7","15","28","43.75","122","4.92","5.73","259","161","77","11","6","11","16","8","8","0","0","4","57","32","55","43","75","0","0","-"
"589","Viktor Arvidsson","NSH","L, R","57","923.51666666667","15","13","7","6","28","56.00","127","11.81","13.53","263","198","133","57","7","14","26","13","13","0","0","18","24","15","27","88","24","11","8","57.89"
"623","Jordan Greenway","MIN","L","67","948.81666666667","8","20","15","5","28","65.12","93","8.60","7.16","162","120","80","41","4","15","54","23","21","2","0","17","30","41","95","91","44","15","12","55.56"
"17","Duncan Keith","CHI","D","61","1487.5166666667","3","24","10","14","27","36.49","111","2.70","4.72","256","154","54","4","5","12","18","9","9","0","0","1","74","42","26","64","117","0","0","-"
"22","Jeff Carter","L.A","C","60","1016.0833333333","17","10","7","3","27","65.85","182","9.34","16.75","292","253","140","71","5","24","36","18","18","0","0","7","20","13","66","35","23","382","364","51.21"
"89","Jordan Staal","CAR","C","68","1190.4666666667","8","19","11","8","27","54.00","125","6.40","15.06","202","169","156","86","8","12","40","20","20","0","0","14","41","30","149","86","36","699","585","54.44"
"210","Dmitry Orlov","WSH","D","69","1530.6333333333","4","23","15","8","27","32.53","105","3.81","5.48","224","158","69","10","4","14","36","18","18","0","0","11","65","49","106","57","82","0","0","-"
"375","Morgan Rielly","TOR","D","47","1137.4333333333","3","24","12","12","27","37.50","123","2.44","5.55","261","190","65","12","2","6","24","12","12","0","0","3","42","17","38","81","67","0","1","0.00"
"384","Scott Laughton","PHI","C, L","49","715.75","13","14","7","7","27","72.97","74","17.57","6.95","122","90","59","30","3","5","26","13","13","0","0","7","21","22","109","35","26","146","125","53.87"
"394","Jacob Trouba","NYR","D","70","1579.5","7","20","8","12","27","38.57","168","4.17","8.15","333","234","80","19","8","17","61","22","18","3","1","18","69","43","173","94","128","0","0","-"
"497","Artturi Lehkonen","MTL","L","70","1079.95","13","14","11","3","27","67.50","140","9.29","12.9","250","195","152","68","6","15","24","11","11","0","0","19","22","30","120","109","38","12","14","46.15"
"511","Valeri Nichushkin","COL","R","65","914.73333333333","13","14","6","8","27","52.94","113","11.50","11.06","180","149","124","62","8","10","14","4","2","2","0","13","18","38","84","55","22","2","3","40.00"
"673","Noel Acciari","FLA","C","66","1052.2833333333","20","7","3","4","27","56.25","108","18.52","11.05","189","142","126","53","4","14","21","9","8","1","0","18","21","32","121","83","103","381","413","47.98"
"7","Ilya Kovalchuk","L.A, MTL, WSH","L","46","780.28333333333","10","16","9","7","26","72.22","115","8.70","11.44","186","149","100","38","6","9","18","9","9","0","0","11","25","11","52","28","23","8","16","33.33"
"106","Ian Cole","COL","D","65","1150.4","4","22","8","14","26","46.43","92","4.35","3.76","191","133","40","6","1","22","36","18","18","0","0","6","37","18","83","98","122","0","0","-"
"174","Cam Atkinson","CBJ","R","44","785.18333333333","12","14","8","6","26","72.22","148","8.11","11.95","220","179","108","39","5","12","6","3","3","0","0","7","21","26","18","18","21","27","30","47.37"
"367","Barclay Goodrow","S.J, T.B","C, R","70","1114.8166666667","8","18","9","9","26","60.47","102","7.84","11.95","161","132","113","65","6","10","97","29","21","5","3","25","23","44","162","79","66","393","406","49.19"
"403","Chandler Stephenson","VGK, WSH","C","65","931.11666666667","11","15","9","6","26","49.06","73","15.07","7.74","133","113","87","39","6","8","16","7","7","0","0","5","22","37","52","73","32","233","281","45.33"
"425","Andreas Athanasiou","DET, EDM","C, L","55","871.45","11","15","9","6","26","76.47","129","8.53","12.16","208","175","113","52","8","12","30","12","10","2","0","16","31","15","36","47","24","43","60","41.75"
"479","Andrew Copp","WPG","C","63","1114.8666666667","10","16","9","7","26","66.67","121","8.26","10.74","203","158","115","55","15","9","10","5","5","0","0","16","27","38","59","74","27","310","275","52.99"
"480","Ryan Graves","COL","D","69","1307.05","9","17","6","11","26","33.77","134","6.72","7.42","262","180","61","13","3","19","45","20","19","1","0","7","40","19","112","81","150","0","0","-"
"567","Ivan Barbashev","STL","C","69","928.25","11","15","12","3","26","81.25","76","14.47","10.35","133","113","95","48","4","8","23","10","9","1","0","17","31","33","144","58","33","149","179","45.43"
"591","Danton Heinen","ANA, BOS","C, L","67","969.48333333333","10","16","7","9","26","57.78","109","9.17","10.49","184","139","110","53","9","7","10","5","5","0","0","8","30","19","35","66","34","5","8","38.46"
"666","John Marino","PIT","D","56","1133.5833333333","6","20","11","9","26","46.43","61","9.84","3.72","157","91","46","10","3","14","20","10","10","0","0","12","42","37","72","138","77","0","0","-"
"720","Jakob Chychrun","ARI","D","63","1413.3833333333","12","14","7","7","26","37.14","149","8.05","7.39","309","217","84","13","2","14","38","18","18","0","0","15","52","27","75","130","95","0","0","-"
"753","Alex Nylander","CHI","L","65","788.78333333333","10","16","9","7","26","72.22","94","10.64","7.37","151","122","86","33","13","5","10","5","5","0","0","13","23","25","29","78","14","5","14","26.32"
"778","Kailer Yamamoto","EDM","R","27","469.4","11","15","11","4","26","70.27","44","25.00","7.51","73","59","56","34","1","4","12","5","5","0","0","7","10","19","45","51","13","1","0","100.00"
"8","Jason Spezza","TOR","C","58","628.08333333333","9","16","12","4","25","73.53","73","12.33","7.64","132","99","67","30","4","7","18","9","9","0","0","3","33","20","13","39","19","215","183","54.02"
"43","Travis Zajac","N.J","C","69","1179.6","9","16","7","9","25","55.56","73","12.33","9.02","124","105","82","39","4","8","28","14","14","0","0","5","17","36","58","41","39","576","514","52.84"
"132","Carl Hagelin","WSH","L","58","830.51666666667","8","17","12","5","25","67.57","107","7.48","9.82","154","138","86","43","3","11","16","8","8","0","0","5","24","24","24","43","19","13","15","46.43"
"134","Wayne Simmonds","BUF, N.J","R","68","1014.7","8","17","10","7","25","55.56","119","6.72","16.26","194","150","130","78","6","13","66","22","18","2","2","13","18","27","145","63","29","29","45","39.19"
"169","Derek Grant","ANA, PHI","C","56","779.11666666667","15","10","8","2","25","71.43","94","15.96","13.02","152","128","94","61","4","10","30","12","10","2","0","8","11","20","54","53","25","358","336","51.59"
"170","Matt Calvert","COL","L","50","704.53333333333","12","13","8","5","25","73.53","89","13.48","8.36","141","104","91","39","5","16","39","11","6","5","0","20","13","21","58","77","22","12","14","46.15"
"215","Marcus Foligno","MIN","L","59","860.6","11","14","8","6","25","71.43","86","12.79","8.88","134","116","86","53","6","7","30","12","10","2","0","13","17","31","184","48","36","9","15","37.50"
"319","Nick Cousins","MTL, VGK","C","65","878.21666666667","10","15","10","5","25","55.56","115","8.70","12.36","180","145","108","60","8","16","35","12","10","1","1","15","21","29","91","124","31","35","38","47.95"
"554","Travis Sanheim","PHI","D","69","1390.6333333333","8","17","8","9","25","35.21","110","7.27","6.36","226","145","70","23","4","14","32","16","16","0","0","13","53","22","41","97","79","0","0","-"
"584","Lucas Wallmark","CAR, FLA","C","67","855.76666666667","12","13","7","6","25","65.79","84","14.29","9.36","143","116","72","36","6","11","18","9","9","0","0","14","17","22","57","60","26","379","374","50.33"
"653","Lawson Crouse","ARI","L","66","896.38333333333","15","10","9","1","25","75.76","109","13.76","11.98","170","142","98","50","5","10","33","12","9","3","0","19","22","28","201","74","29","24","23","51.06"
"704","Brandon Tanev","PIT","L","68","1003.6833333333","11","14","4","10","25","83.33","96","11.46","8.89","162","128","88","40","6","10","16","8","8","0","0","18","37","33","244","171","65","6","9","40.00"
"151","Jake Gardiner","CAR","D","68","1132.8833333333","4","20","7","13","24","48.98","87","4.60","3.64","200","118","39","7","4","16","30","15","15","0","0","4","39","32","43","107","42","0","0","-"
"190","Alex Chiasson","EDM","R","65","853.03333333333","11","13","7","6","24","43.64","97","11.34","12.66","158","132","104","65","2","16","42","12","10","0","2","4","20","14","56","91","15","0","4","0.00"
"227","Erik Haula","CAR, FLA","L","48","759.86666666667","12","12","4","8","24","54.55","92","13.04","12.61","154","134","100","65","4","12","22","11","11","0","0","6","29","21","27","67","15","381","323","54.12"
"332","Boone Jenner","CBJ","C","70","1268.15","11","13","7","6","24","48.98","179","6.15","16.27","271","229","144","73","9","18","36","14","13","0","1","14","28","24","109","65","80","643","523","55.15"
